"DefaultSPUID","DefaultSpeciesTypeID","A","B","a_nonmerch","b_nonmerch","k_nonmerch","cap_nonmerch","a_sap","b_sap","k_sap","cap_sap","a1","a2","a3","b1","b2","b3","c1","c2","c3","min_volume","max_volume","low_stemwood_prop","high_stemwood_prop","low_stembark_prop","high_stembark_prop","low_branches_prop","high_branches_prop","low_foliage_prop","high_foliage_prop"
11,87,0.80,0.96,10.33,-1.12,0.98,2.11,0.00,0.00,1.00,1.00,-1.87,3.32e-04,-0.05,-0.82,-9.6e-04,-0.04,-1.98,-2.09e-03,-0.16,0.49,553.62,0.60,0.74,0.08,0.09,0.24,0.14,0.06,0.01
11,94,1.18,0.87,26.05,-1.28,0.97,2.22,0.00,0.00,1.00,1.00,-2.25,-7.35e-04,0.02,-2.04,-1.25e-03,0.19,-1.70,-2.48e-03,-0.21,0.34,386.17,0.70,0.72,0.07,0.06,0.12,0.19,0.08,0.01
11,101,1.18,0.87,26.05,-1.28,0.97,2.22,0.00,0.00,1.00,1.00,-1.16,-2.33e-04,-0.16,2.08,7.59e-03,-0.81,2.06,3.93e-03,-1.09,105.21,278.28,0.63,0.55,0.08,0.06,0.23,0.35,0.04,0.02
11,106,1.05,0.91,8.51,-0.96,0.93,3.09,0.00,0.00,1.00,1.00,-1.74,-7.94e-04,-0.01,-1.51,2.13e-03,0.01,-2.41,-9.9e-04,-0.03,0.28,187.48,0.67,0.64,0.11,0.08,0.15,0.22,0.05,0.03
11,108,0.83,0.94,26.20,-1.42,1.00,2.81,0.00,0.00,1.00,1.00,-2.58,-4.46e-04,0.05,-1.04,-2.5e-04,-0.01,-2.71,-1.93e-03,-0.05,0.53,283.95,0.67,0.70,0.05,0.06,0.23,0.21,0.04,0.01
11,117,1.15,0.87,3.16,-0.60,0.86,1.58,0.00,0.00,1.00,1.00,-1.13,5.3e-04,-0.19,-2.46,-1.09e-03,0.29,-1.96,-1.9e-04,-0.20,8.80,377.20,0.68,0.66,0.13,0.08,0.12,0.22,0.05,0.02
11,122,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
11,123,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
11,131,0.78,0.94,46.22,-1.42,0.94,2.80,0.00,0.00,1.00,1.00,-1.45,7.15e-04,-0.13,-1.91,-5.0e-04,0.13,-2.72,-2.9e-04,-0.04,2.47,197.91,0.69,0.68,0.12,0.09,0.13,0.19,0.04,0.03
11,132,2.61,0.73,29.99,-1.33,1.00,2.05,0.00,0.00,1.00,1.00,-2.99,-6.84e-04,0.18,-2.06,-5.48e-03,0.22,-1.79,3.14e-03,-0.19,0.52,119.21,0.72,0.71,0.04,0.07,0.13,0.14,0.08,0.06
11,136,0.80,0.89,8.32,-1.17,1.00,2.21,0.00,0.00,1.00,1.00,-1.22,4.86e-04,-0.13,-1.61,-3.7e-04,0.06,-2.41,-1.07e-03,-0.09,5.91,463.34,0.65,0.69,0.14,0.11,0.15,0.17,0.04,0.02
11,145,0.43,1.05,13.27,-0.93,0.87,3.85,0.00,0.00,1.00,1.00,-1.73,4.6e-05,-0.07,-0.93,-9.3e-04,-0.02,-2.19,-3.5e-03,-0.04,0.55,386.17,0.61,0.73,0.09,0.08,0.22,0.16,0.06,0.01
11,146,1.00,0.88,7.65,-0.84,0.85,2.71,0.00,0.00,1.00,1.00,-1.21,6.89e-04,-0.15,-1.39,-1.23e-03,7.1e-03,-2.74,-2.86e-03,0.02,0.44,189.20,0.64,0.71,0.14,0.10,0.16,0.14,0.04,0.03
11,147,1.00,0.88,7.65,-0.84,0.85,2.71,0.00,0.00,1.00,1.00,-1.21,6.89e-04,-0.15,-1.39,-1.23e-03,7.1e-03,-2.74,-2.86e-03,0.02,0.44,189.20,0.64,0.71,0.14,0.10,0.16,0.14,0.04,0.03
11,153,2.58,0.63,100.00,-1.90,0.99,1.83,0.00,0.00,1.00,1.00,-1.60,-8.747e-03,0.07,-1.51,-7.9e-04,0.03,-2.23,3.9e-04,-0.04,1.05,56.87,0.64,0.66,0.14,0.11,0.14,0.16,0.06,0.06
11,168,12.40,0.39,5.55,-0.78,0.84,1.80,0.00,0.00,1.00,1.00,-2.95,0.02,-0.24,-1.58,0.01,-0.10,-2.05,-3.08e-03,-0.07,0.46,67.80,0.75,0.67,0.02,0.07,0.13,0.20,0.08,0.05
11,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,177,1.00,0.83,17.35,-1.11,0.94,3.56,0.00,0.00,1.00,1.00,-1.36,1.3e-04,-0.05,-1.77,7.0e-05,0.07,-2.75,-1.2e-03,0.02,0.43,552.84,0.67,0.66,0.15,0.12,0.12,0.18,0.04,0.02
12,2,1.06,0.84,14.82,-1.07,0.92,3.41,0.00,0.00,1.00,1.00,-1.49,1.213e-03,-0.11,-1.58,8.4e-04,-0.03,-0.87,2.0e-04,-0.23,1.32,191.26,0.60,0.67,0.11,0.10,0.11,0.13,0.16,0.08
12,3,0.85,0.88,7.65,-0.80,0.84,2.87,0.00,0.00,1.00,1.00,-1.75,-1.26e-04,-0.03,-2.31,1.8e-04,0.10,-1.95,-7.0e-04,-0.03,6.25,342.15,0.70,0.69,0.11,0.09,0.09,0.13,0.09,0.06
12,4,9.60,0.46,88.89,-1.87,1.05,3.01,0.00,0.00,1.00,1.00,-1.84,1.997e-03,-0.14,-2.32,1.73e-03,0.08,-3.13,-2.0e-04,0.25,0.37,328.70,0.76,0.63,0.09,0.08,0.08,0.17,0.05,0.11
12,6,1.07,0.83,31.31,-1.59,1.03,2.79,0.00,0.00,1.00,1.00,-1.81,-2.89e-04,-9.25e-03,-0.97,3.3e-04,-0.10,0.16,2.18e-03,-0.50,0.35,283.14,0.50,0.67,0.08,0.09,0.15,0.14,0.25,0.08
12,8,0.85,0.88,7.65,-0.80,0.84,2.87,0.00,0.00,1.00,1.00,-1.75,-1.26e-04,-0.03,-2.31,1.8e-04,0.10,-1.95,-7.0e-04,-0.03,6.25,342.15,0.70,0.69,0.11,0.09,0.09,0.13,0.09,0.06
12,13,0.92,0.85,3.83,-0.68,0.89,2.04,0.00,0.00,1.00,1.00,-1.50,1.31e-04,-0.07,-1.77,-3.2e-04,0.06,-0.97,5.9e-04,-0.29,2.73,544.47,0.62,0.69,0.11,0.10,0.12,0.14,0.13,0.05
12,14,2.05,0.71,100.00,-2.13,0.99,4.43,0.00,0.00,1.00,1.00,-1.58,9.69e-04,-0.15,-0.88,1.15e-03,-0.27,-0.48,3.14e-03,-0.49,2.68,201.17,0.62,0.76,0.09,0.08,0.14,0.09,0.13,0.06
12,20,2.14,0.71,5.39,-0.82,0.89,3.47,0.00,0.00,1.00,1.00,-1.46,-1.119e-03,-0.07,-1.52,-1.86e-03,0.04,-1.29,-4.9e-04,-0.09,2.66,330.48,0.60,0.72,0.12,0.07,0.14,0.10,0.13,0.09
12,22,2.14,0.71,5.39,-0.82,0.89,3.47,0.00,0.00,1.00,1.00,-1.46,-1.119e-03,-0.07,-1.52,-1.86e-03,0.04,-1.29,-4.9e-04,-0.09,2.66,330.48,0.60,0.72,0.12,0.07,0.14,0.10,0.13,0.09
12,29,0.90,0.86,6.44,-0.66,0.72,2.85,0.00,0.00,1.00,1.00,-1.63,-4.6e-05,-0.03,-1.47,6.2e-04,-0.03,-1.19,-2.8e-04,-0.17,0.42,301.24,0.61,0.67,0.11,0.10,0.13,0.15,0.13,0.06
12,37,1.07,0.84,5.17,-0.45,0.41,4.02,0.00,0.00,1.00,1.00,-1.45,4.43e-04,-0.09,-1.36,-2.3e-04,7.28e-03,-1.57,-6.0e-05,-0.14,1.76,460.50,0.62,0.67,0.12,0.11,0.16,0.16,0.09,0.05
12,44,0.99,0.87,9.69,-0.84,0.84,3.27,0.00,0.00,1.00,1.00,-2.04,-1.117e-03,0.01,-2.53,-2.17e-03,0.18,-1.83,4.3e-04,-0.12,2.17,263.76,0.72,0.75,0.09,0.07,0.08,0.09,0.09,0.06
12,49,1.07,0.81,6.28,-0.77,0.85,2.55,0.00,0.00,1.00,1.00,-1.75,1.14e-04,-0.04,-1.58,-6.5e-04,0.04,-1.20,9.4e-04,-0.21,0.43,376.37,0.62,0.68,0.10,0.09,0.13,0.14,0.13,0.08
12,63,1.07,0.83,16.28,-1.06,0.94,3.26,0.00,0.00,1.00,1.00,-1.55,-1.03e-04,-0.01,-1.93,-3.5e-04,0.06,-2.37,6.0e-04,-0.12,0.88,386.76,0.69,0.70,0.14,0.13,0.11,0.12,0.05,0.03
12,65,0.60,0.95,3.80,-0.64,0.84,2.37,0.00,0.00,1.00,1.00,-1.71,-4.04e-04,-0.04,-1.92,-1.22e-03,0.10,-1.58,1.59e-03,-0.31,1.54,327.87,0.68,0.73,0.11,0.08,0.12,0.13,0.07,0.04
12,67,1.75,0.73,100.00,-1.99,1.01,1.74,0.00,0.00,1.00,1.00,-1.93,1.67e-04,-0.01,-1.51,1.13e-03,-0.04,-4.57,-4.14e-03,0.39,2.09,238.21,0.73,0.71,0.10,0.10,0.14,0.16,0.01,0.02
12,68,1.21,0.81,59.06,-1.75,1.06,3.30,0.00,0.00,1.00,1.00,-1.48,-5.18e-04,-7.26e-03,-1.49,7.8e-04,-0.06,-3.14,-2.01e-03,0.10,11.56,390.17,0.68,0.70,0.14,0.12,0.13,0.14,0.03,0.02
12,74,1.03,0.86,78.20,-1.60,0.98,7.14,0.00,0.00,1.00,1.00,-1.84,-3.4e-04,-6.73e-03,-0.38,1.9e-03,-0.21,-3.18,-3.42e-03,0.19,6.90,288.86,0.61,0.65,0.09,0.09,0.24,0.22,0.04,0.03
12,76,1.51,0.79,100.00,-1.67,0.99,1.59,0.00,0.00,1.00,1.00,-1.48,3.81e-04,-0.08,-1.35,6.4e-04,-0.03,-2.49,-1.2e-04,-0.02,28.23,308.29,0.67,0.67,0.11,0.10,0.15,0.17,0.05,0.04
12,77,1.36,0.82,12.31,-1.03,1.01,2.41,0.00,0.00,1.00,1.00,-1.69,8.9e-05,-0.04,-2.22,-1.17e-03,0.13,-3.48,6.3e-04,0.09,0.44,119.46,0.74,0.72,0.12,0.11,0.10,0.13,0.02,0.03
12,82,1.10,0.88,100.00,-1.78,1.00,3.23,0.00,0.00,1.00,1.00,-1.60,-5.32e-04,-0.06,-1.18,4.1e-04,-0.02,-1.31,-3.3e-04,-0.37,1.86,524.08,0.62,0.69,0.11,0.06,0.18,0.22,0.08,0.01
12,85,0.61,0.98,100.00,-1.78,1.00,3.23,0.00,0.00,1.00,1.00,-1.60,-5.32e-04,-0.06,-1.18,4.1e-04,-0.02,-1.31,-3.3e-04,-0.37,1.86,524.08,0.62,0.69,0.11,0.06,0.18,0.22,0.08,0.01
12,86,1.05,0.86,13.73,-1.04,0.94,2.55,0.00,0.00,1.00,1.00,-1.85,-7.96e-04,1.59e-03,-1.40,4.1e-04,-1.47e-03,-3.18,-3.0e-03,0.16,0.48,498.48,0.68,0.69,0.10,0.07,0.16,0.20,0.03,0.01
12,87,1.14,0.84,10.05,-1.15,0.99,1.93,0.00,0.00,1.00,1.00,-1.57,2.99e-04,-0.12,-3.44,-2.29e-03,0.58,-1.78,-7.6e-04,-0.19,4.27,594.07,0.72,0.66,0.11,0.07,0.08,0.23,0.07,0.02
12,94,1.38,0.82,25.13,-1.39,1.00,2.13,0.00,0.00,1.00,1.00,-1.50,-4.7e-04,-0.08,-2.14,1.0e-05,0.17,-2.52,-1.78e-03,-0.05,1.87,425.24,0.70,0.67,0.13,0.07,0.11,0.23,0.05,0.01
12,96,2.42,0.71,1.25,-0.04,0.00,1.08,0.00,0.00,1.00,1.00,-1.14,1.638e-03,-0.21,-0.55,3.0e-03,-0.21,-0.98,5.57e-03,-0.55,32.49,205.77,0.66,0.64,0.10,0.09,0.19,0.22,0.03,0.03
12,101,1.38,0.82,25.13,-1.39,1.00,2.13,0.00,0.00,1.00,1.00,-1.16,-2.33e-04,-0.16,2.08,7.59e-03,-0.81,2.06,3.93e-03,-1.09,105.21,278.28,0.63,0.55,0.08,0.06,0.23,0.35,0.04,0.02
12,106,1.53,0.83,8.51,-0.96,0.93,3.09,0.00,0.00,1.00,1.00,-1.65,-4.84e-04,-0.03,-1.76,-4.1e-04,0.08,-1.96,-8.3e-04,-0.16,48.63,134.20,0.68,0.68,0.10,0.10,0.16,0.17,0.04,0.03
12,108,1.08,0.88,2.83,-0.20,0.00,1.69,0.00,0.00,1.00,1.00,0.31,3.495e-03,-0.63,-1.37,2.0e-04,0.02,-0.36,2.23e-03,-0.64,18.06,322.25,0.63,0.68,0.12,0.07,0.17,0.21,0.06,0.02
12,110,2.14,0.69,3.13,-0.73,0.99,2.02,0.00,0.00,1.00,1.00,-1.80,-1.011e-03,-0.02,0.45,7.25e-03,-0.46,-5.96,-0.01,0.98,7.03,167.11,0.58,0.61,0.09,0.07,0.30,0.29,0.01,0.02
12,111,0.99,0.89,3.13,-0.73,0.99,2.02,0.00,0.00,1.00,1.00,-6.21,-8.695e-03,1.13,5.80,0.01,-1.81,-5.33,-0.01,0.77,75.91,248.26,0.64,0.61,0.09,0.07,0.21,0.28,0.04,0.01
12,113,0.99,0.89,3.13,-0.73,0.99,2.02,0.00,0.00,1.00,1.00,-6.21,-8.695e-03,1.13,5.80,0.01,-1.81,-5.33,-0.01,0.77,75.91,248.26,0.64,0.61,0.09,0.07,0.21,0.28,0.04,0.01
12,117,0.99,0.89,100.00,-1.43,0.92,1.29,0.00,0.00,1.00,1.00,-6.21,-8.695e-03,1.13,5.80,0.01,-1.81,-5.33,-0.01,0.77,75.91,248.26,0.64,0.61,0.09,0.07,0.21,0.28,0.04,0.01
12,122,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
12,123,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
12,124,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
12,131,1.92,0.75,11.32,-0.92,0.87,4.06,0.00,0.00,1.00,1.00,-1.92,-4.55e-04,0.01,-1.09,1.34e-03,-0.11,-2.86,-1.99e-03,-8.95e-03,6.67,325.18,0.68,0.69,0.10,0.09,0.17,0.18,0.03,0.01
12,132,2.87,0.66,11.32,-0.92,0.87,4.06,0.00,0.00,1.00,1.00,-2.28,0.02,-0.18,-3.76,-0.03,0.96,-0.98,0.02,-0.63,1.87,39.72,0.75,0.71,0.05,0.09,0.10,0.14,0.08,0.05
12,136,0.76,0.91,100.00,-1.80,0.99,3.62,0.00,0.00,1.00,1.00,-1.17,1.94e-04,-0.13,-2.37,-6.7e-04,0.22,-2.90,-1.45e-03,6.53e-03,5.80,425.24,0.69,0.68,0.15,0.10,0.11,0.19,0.03,0.02
12,145,1.26,0.83,1.26,-0.21,0.57,1.32,0.00,0.00,1.00,1.00,-1.91,-4.21e-04,0.02,-2.07,-8.2e-04,0.15,-2.78,-1.58e-03,2.08e-03,16.70,266.65,0.70,0.69,0.11,0.10,0.14,0.16,0.04,0.02
12,146,1.43,0.80,7.16,-1.02,0.98,2.48,0.00,0.00,1.00,1.00,-1.96,-1.575e-03,0.06,-1.43,-1.0e-05,-0.01,-2.48,-1.07e-03,-0.08,6.81,203.37,0.68,0.70,0.11,0.10,0.15,0.15,0.04,0.03
12,147,1.26,0.83,1.26,-0.21,0.57,1.32,0.00,0.00,1.00,1.00,-1.91,-4.21e-04,0.02,-2.07,-8.2e-04,0.15,-2.78,-1.58e-03,2.08e-03,16.70,266.65,0.70,0.69,0.11,0.10,0.14,0.16,0.04,0.02
12,149,1.20,0.81,2.41,-0.18,0.00,1.53,0.00,0.00,1.00,1.00,-2.11,-2.108e-03,0.13,-2.22,-9.4e-04,0.17,-3.73,-4.66e-03,0.28,12.52,296.81,0.71,0.71,0.12,0.10,0.12,0.15,0.03,0.02
12,153,12.02,0.49,100.00,-1.90,0.99,1.83,0.00,0.00,1.00,1.00,-1.24,-8.97e-04,-0.09,-1.62,8.39e-03,-0.18,-2.76,-2.44e-03,1.03e-03,2.67,153.57,0.69,0.67,0.16,0.10,0.09,0.18,0.04,0.02
12,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,177,1.01,0.84,14.95,-1.05,0.95,3.00,0.00,0.00,1.00,1.00,-1.78,-5.83e-04,0.04,-1.73,1.1e-04,0.01,-2.76,-6.8e-04,-0.01,0.88,390.17,0.70,0.70,0.12,0.12,0.12,0.13,0.04,0.03
13,2,0.96,0.86,6.66,-0.82,0.87,2.34,0.00,0.00,1.00,1.00,-1.72,-1.85e-04,-0.02,-1.23,-1.0e-05,-0.09,-0.95,-8.8e-04,-0.13,0.24,275.40,0.57,0.68,0.10,0.10,0.14,0.11,0.17,0.09
13,6,0.85,0.87,10.36,-1.09,0.96,2.53,0.00,0.00,1.00,1.00,-1.80,1.81e-04,-0.02,-1.56,-8.0e-05,-3.42e-03,-0.63,1.0e-03,-0.30,0.29,366.94,0.59,0.68,0.09,0.09,0.12,0.13,0.18,0.08
13,8,0.96,0.86,6.66,-0.82,0.87,2.34,0.00,0.00,1.00,1.00,-1.72,-1.85e-04,-0.02,-1.23,-1.0e-05,-0.09,-0.95,-8.8e-04,-0.13,0.24,275.40,0.57,0.68,0.10,0.10,0.14,0.11,0.17,0.09
13,13,1.01,0.82,6.19,-0.88,0.94,2.11,0.00,0.00,1.00,1.00,-1.73,-6.4e-05,-0.02,-1.66,-2.3e-04,0.03,-0.70,5.6e-04,-0.34,1.23,835.86,0.61,0.70,0.10,0.09,0.12,0.13,0.16,0.05
13,14,0.66,0.97,4.88,-0.85,1.07,2.71,0.00,0.00,1.00,1.00,-1.28,2.804e-03,-0.25,-0.37,5.3e-03,-0.46,-0.31,7.34e-03,-0.57,0.93,132.21,0.57,0.72,0.10,0.08,0.17,0.10,0.15,0.08
13,20,0.97,0.85,2.37,-0.58,0.89,1.57,0.00,0.00,1.00,1.00,-2.13,-4.59e-04,0.01,-1.20,-7.0e-05,-0.09,-0.55,9.3e-04,-0.34,8.59,506.80,0.62,0.72,0.07,0.07,0.14,0.11,0.14,0.07
13,29,1.04,0.83,11.93,-0.95,0.88,2.41,0.00,0.00,1.00,1.00,-1.68,2.01e-04,-0.02,-1.56,3.9e-04,-0.01,-1.13,-5.7e-04,-0.14,0.28,411.81,0.61,0.66,0.10,0.11,0.12,0.14,0.15,0.07
13,37,1.13,0.83,4.14,-0.76,0.92,2.03,0.00,0.00,1.00,1.00,-1.38,4.55e-04,-0.10,-1.61,-3.3e-04,0.06,-1.20,3.7e-04,-0.25,2.43,577.77,0.62,0.66,0.12,0.11,0.14,0.16,0.11,0.04
13,44,1.10,0.83,11.41,-1.08,0.99,2.32,0.00,0.00,1.00,1.00,-1.86,1.96e-04,-0.06,-1.38,7.4e-04,-0.10,-1.60,-9.9e-04,-0.11,0.32,263.16,0.66,0.73,0.09,0.08,0.13,0.12,0.10,0.05
13,49,0.90,0.84,2.36,-0.41,0.68,1.81,0.00,0.00,1.00,1.00,-1.90,-2.24e-04,6.74e-03,-1.50,5.0e-05,0.01,-1.18,4.6e-04,-0.18,0.44,498.37,0.62,0.65,0.09,0.09,0.14,0.16,0.13,0.08
13,63,1.11,0.82,13.03,-1.07,0.95,2.52,0.00,0.00,1.00,1.00,-1.40,2.45e-04,-0.05,-1.59,-1.9e-04,-0.01,-1.90,-1.34e-03,-0.12,0.32,576.63,0.64,0.71,0.14,0.14,0.12,0.11,0.07,0.02
13,65,0.96,0.86,6.28,-0.82,0.90,2.58,0.00,0.00,1.00,1.00,-1.23,-1.1e-05,-0.09,-1.36,2.0e-04,-0.05,-2.58,-1.52e-03,-0.01,1.11,620.18,0.64,0.72,0.15,0.11,0.14,0.14,0.04,0.01
13,74,1.06,0.85,12.64,-1.19,0.97,1.87,0.00,0.00,1.00,1.00,-1.89,-1.7e-04,7.2e-04,-0.96,7.0e-04,-0.03,-1.97,-4.8e-04,-0.14,0.53,425.88,0.61,0.62,0.09,0.08,0.22,0.25,0.06,0.03
13,76,1.30,0.81,10.95,-1.03,0.94,2.19,0.00,0.00,1.00,1.00,-1.80,1.13e-04,-4.92e-03,-1.64,-2.5e-04,0.03,-1.95,-1.13e-03,-0.08,0.36,423.37,0.67,0.69,0.10,0.11,0.13,0.14,0.08,0.03
13,82,1.26,0.84,11.61,-0.98,0.93,2.72,0.00,0.00,1.00,1.00,-1.89,-4.68e-04,-0.01,-1.27,1.4e-04,0.01,-2.02,-1.15e-03,-0.18,0.44,509.09,0.65,0.68,0.09,0.07,0.18,0.22,0.06,0.01
13,86,1.20,0.83,5.64,-0.85,0.93,1.87,0.00,0.00,1.00,1.00,-1.85,-3.37e-04,-6.49e-03,-1.50,2.0e-05,0.03,-2.14,-1.2e-03,-0.07,0.48,362.28,0.66,0.68,0.10,0.09,0.15,0.18,0.06,0.03
13,94,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
13,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,177,1.02,0.84,13.01,-1.07,0.95,2.52,0.00,0.00,1.00,1.00,-1.41,1.73e-04,-0.05,-1.57,-8.0e-05,-0.02,-1.91,-1.45e-03,-0.11,0.32,620.18,0.64,0.72,0.14,0.13,0.12,0.12,0.07,0.02
14,2,0.89,0.84,7.77,-1.00,0.96,2.41,0.00,0.00,1.00,1.00,-1.69,-4.41e-04,-0.01,-1.11,-7.7e-04,-0.05,-0.94,-1.81e-03,-0.07,0.24,147.47,0.54,0.63,0.09,0.09,0.16,0.14,0.18,0.12
14,6,0.85,0.87,10.36,-1.09,0.96,2.53,0.00,0.00,1.00,1.00,-1.80,1.81e-04,-0.02,-1.56,-8.0e-05,-3.42e-03,-0.63,1.0e-03,-0.30,0.29,366.94,0.59,0.68,0.09,0.09,0.12,0.13,0.18,0.08
14,8,0.89,0.84,7.77,-1.00,0.96,2.41,0.00,0.00,1.00,1.00,-1.69,-4.41e-04,-0.01,-1.11,-7.7e-04,-0.05,-0.94,-1.81e-03,-0.07,0.24,147.47,0.54,0.63,0.09,0.09,0.16,0.14,0.18,0.12
14,13,1.01,0.82,6.19,-0.88,0.94,2.11,0.00,0.00,1.00,1.00,-1.73,-6.4e-05,-0.02,-1.66,-2.3e-04,0.03,-0.70,5.6e-04,-0.34,1.23,835.86,0.61,0.70,0.10,0.09,0.12,0.13,0.16,0.05
14,14,1.48,0.76,8.59,-0.98,0.95,2.09,0.00,0.00,1.00,1.00,-2.01,1.98e-04,-0.05,-1.53,5.2e-04,-0.10,-1.67,-7.1e-04,-0.11,0.25,395.45,0.68,0.75,0.08,0.08,0.12,0.10,0.10,0.05
14,20,0.97,0.85,2.37,-0.58,0.89,1.57,0.00,0.00,1.00,1.00,-2.13,-4.59e-04,0.01,-1.20,-7.0e-05,-0.09,-0.55,9.3e-04,-0.34,8.59,506.80,0.62,0.72,0.07,0.07,0.14,0.11,0.14,0.07
14,29,1.04,0.83,11.93,-0.95,0.88,2.41,0.00,0.00,1.00,1.00,-1.68,2.01e-04,-0.02,-1.56,3.9e-04,-0.01,-1.13,-5.7e-04,-0.14,0.28,411.81,0.61,0.66,0.10,0.11,0.12,0.14,0.15,0.07
14,37,1.13,0.83,4.14,-0.76,0.92,2.03,0.00,0.00,1.00,1.00,-1.38,4.55e-04,-0.10,-1.61,-3.3e-04,0.06,-1.20,3.7e-04,-0.25,2.43,577.77,0.62,0.66,0.12,0.11,0.14,0.16,0.11,0.04
14,44,1.10,0.83,11.41,-1.08,0.99,2.32,0.00,0.00,1.00,1.00,-1.86,1.96e-04,-0.06,-1.38,7.4e-04,-0.10,-1.60,-9.9e-04,-0.11,0.32,263.16,0.66,0.73,0.09,0.08,0.13,0.12,0.10,0.05
14,49,0.90,0.84,2.36,-0.41,0.68,1.81,0.00,0.00,1.00,1.00,-1.90,-2.24e-04,6.74e-03,-1.50,5.0e-05,0.01,-1.18,4.6e-04,-0.18,0.44,498.37,0.62,0.65,0.09,0.09,0.14,0.16,0.13,0.08
14,63,1.11,0.82,13.03,-1.07,0.95,2.52,0.00,0.00,1.00,1.00,-1.40,2.45e-04,-0.05,-1.59,-1.9e-04,-0.01,-1.90,-1.34e-03,-0.12,0.32,576.63,0.64,0.71,0.14,0.14,0.12,0.11,0.07,0.02
14,65,0.96,0.86,6.28,-0.82,0.90,2.58,0.00,0.00,1.00,1.00,-1.23,-1.1e-05,-0.09,-1.36,2.0e-04,-0.05,-2.58,-1.52e-03,-0.01,1.11,620.18,0.64,0.72,0.15,0.11,0.14,0.14,0.04,0.01
14,74,1.06,0.85,12.64,-1.19,0.97,1.87,0.00,0.00,1.00,1.00,-1.89,-1.7e-04,7.2e-04,-0.96,7.0e-04,-0.03,-1.97,-4.8e-04,-0.14,0.53,425.88,0.61,0.62,0.09,0.08,0.22,0.25,0.06,0.03
14,76,1.30,0.81,10.95,-1.03,0.94,2.19,0.00,0.00,1.00,1.00,-1.80,1.13e-04,-4.92e-03,-1.64,-2.5e-04,0.03,-1.95,-1.13e-03,-0.08,0.36,423.37,0.67,0.69,0.10,0.11,0.13,0.14,0.08,0.03
14,82,1.26,0.84,11.61,-0.98,0.93,2.72,0.00,0.00,1.00,1.00,-1.89,-4.68e-04,-0.01,-1.27,1.4e-04,0.01,-2.02,-1.15e-03,-0.18,0.44,509.09,0.65,0.68,0.09,0.07,0.18,0.22,0.06,0.01
14,86,1.20,0.83,5.64,-0.85,0.93,1.87,0.00,0.00,1.00,1.00,-1.85,-3.37e-04,-6.49e-03,-1.50,2.0e-05,0.03,-2.14,-1.2e-03,-0.07,0.48,362.28,0.66,0.68,0.10,0.09,0.15,0.18,0.06,0.03
14,94,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
14,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
