"DefaultSPUID","DefaultGenusID","A","B","a_nonmerch","b_nonmerch","k_nonmerch","cap_nonmerch","a_sap","b_sap","k_sap","cap_sap","a1","a2","a3","b1","b2","b3","c1","c2","c3","min_volume","max_volume","low_stemwood_prop","high_stemwood_prop","low_stembark_prop","high_stembark_prop","low_branches_prop","high_branches_prop","low_foliage_prop","high_foliage_prop"
39,9,0.90,0.89,59.21,-1.27,0.93,4.98,100.00,-2.23,0.99,1.01,-1.02,-1.301e-04,-0.06,-2.09,-6.143e-04,0.05,-2.30,-3.59e-04,-0.17,0.19,1374.28,0.65,0.77,0.21,0.14,0.08,0.06,0.04,0.01
39,10,1.76,0.79,93.84,-1.26,0.92,6.83,1.09,-0.01,0.00,1.02,-1.30,6.973e-04,-0.11,-1.71,-7.296e-04,0.07,-2.68,-1.811e-03,0.01,2.84,451.96,0.66,0.70,0.14,0.13,0.13,0.14,0.04,0.02
39,13,0.93,0.88,100.00,-1.44,0.97,5.66,0.00,0.00,1.00,1.00,-1.12,-9.5e-05,-0.04,-1.88,-6.211e-04,0.01,-2.43,-8.12e-04,-0.15,0.19,1374.28,0.65,0.77,0.19,0.16,0.10,0.05,0.04,7.11e-03
40,1,0.55,0.95,100.00,-1.57,1.23,10.24,0.08,-0.07,0.94,1.00,-1.44,-2.369e-04,-0.06,-1.04,-7.555e-04,-0.07,-0.81,-7.54e-04,-0.18,0.79,1325.55,0.54,0.81,0.11,0.09,0.16,0.06,0.17,0.03
40,2,0.62,0.94,13.53,-0.86,1.03,3.94,0.53,-0.97,0.99,1.02,-1.90,-2.504e-04,-0.03,-1.96,-9.302e-04,0.05,-1.60,-6.44e-04,-0.12,0.20,1366.02,0.68,0.85,0.09,0.06,0.10,0.04,0.11,0.02
40,3,0.49,0.96,11.17,-0.81,0.90,4.77,0.14,-0.49,0.98,1.06,-1.37,-1.628e-04,-0.05,0.66,-3.999e-04,-0.30,0.35,-4.66e-04,-0.32,8.42,944.80,0.37,0.71,0.07,0.10,0.32,0.11,0.22,0.06
40,6,0.74,0.91,5.75,-0.29,0.00,3.63,4.51,-2.06,1.00,1.01,-2.44,-8.76e-05,0.08,-1.27,-1.658e-04,-0.08,-1.89,-1.0e-04,-0.11,1.49,1469.28,0.68,0.76,0.06,0.10,0.16,0.09,0.08,0.04
40,8,0.58,0.95,39.38,-1.24,1.13,5.99,0.00,0.00,1.00,1.00,-1.57,-2.332e-04,-0.05,-1.10,-8.366e-04,-0.05,-0.91,-7.3e-04,-0.17,0.20,1366.02,0.55,0.82,0.10,0.08,0.16,0.05,0.16,0.03
40,9,0.99,0.87,15.23,-0.59,0.27,2.82,100.00,-1.98,0.99,1.02,-1.49,-3.52e-04,-0.02,-2.09,-6.986e-04,0.06,-2.47,-4.82e-04,-0.09,0.53,926.15,0.70,0.79,0.15,0.10,0.09,0.07,0.05,0.02
40,10,1.31,0.85,93.84,-1.26,0.92,6.83,0.89,-0.01,0.17,1.02,-1.42,2.033e-04,-0.07,-0.43,9.824e-04,-0.30,-0.21,2.745e-03,-0.64,18.05,550.61,0.64,0.72,0.12,0.11,0.16,0.11,0.07,0.04
40,13,1.16,0.85,15.15,-0.61,0.40,2.82,0.00,0.00,1.00,1.00,-1.53,-3.84e-04,-8.77e-03,-2.11,-4.935e-04,0.05,-2.65,-6.9e-04,-0.09,0.53,898.22,0.71,0.78,0.15,0.11,0.09,0.08,0.04,0.01
41,1,0.42,0.98,5.94,-0.67,0.93,2.99,0.03,-0.20,0.99,1.00,-1.61,-7.96e-05,-0.04,0.24,7.26e-05,-0.31,-0.72,-2.2e-04,-0.19,1.15,5467.20,0.44,0.80,0.08,0.07,0.31,0.09,0.15,0.02
41,2,1.11,0.86,100.00,-1.99,1.15,2.60,100.00,-3.01,1.00,1.01,-1.70,3.64e-05,-0.08,-1.02,2.313e-04,-0.17,-1.09,1.56e-04,-0.24,0.92,1444.60,0.61,0.76,0.09,0.07,0.16,0.10,0.13,0.05
41,3,0.50,0.93,24.80,-0.96,0.94,8.81,2.11,-1.56,0.99,1.02,-1.58,3.74e-05,-0.05,-0.12,-5.65e-05,-0.21,-0.04,-6.2e-05,-0.25,0.41,3971.50,0.41,0.73,0.07,0.11,0.25,0.08,0.25,0.06
41,4,0.44,0.98,10.83,-0.66,0.83,5.38,0.09,-0.37,0.99,1.02,-1.63,3.76e-05,-0.04,0.18,-3.46e-05,-0.27,0.42,-2.8e-05,-0.42,0.45,4523.62,0.37,0.76,0.06,0.12,0.28,0.07,0.27,0.02
41,5,0.45,0.99,6.86,-0.52,0.73,3.93,0.07,-0.17,0.97,1.02,-1.18,-5.88e-06,-0.08,0.12,-7.19e-05,-0.23,0.53,-1.76e-04,-0.37,0.59,4485.17,0.34,0.76,0.09,0.11,0.26,0.09,0.30,0.02
41,7,0.58,0.93,18.29,-0.92,0.94,6.70,1.56,-0.07,0.00,1.25,-0.96,1.528e-04,-0.16,-0.08,-1.71e-05,-0.21,0.22,-5.1e-05,-0.36,0.67,4878.57,0.38,0.73,0.11,0.13,0.24,0.09,0.25,0.03
41,8,0.56,0.94,12.55,-0.74,0.89,5.19,0.00,0.00,1.00,1.00,-1.35,4.18e-05,-0.08,0.15,-2.49e-05,-0.26,0.38,-5.4e-05,-0.38,0.41,5467.20,0.36,0.76,0.08,0.12,0.27,0.08,0.27,0.02
41,9,0.64,0.94,35.66,-1.38,1.02,4.53,100.00,-2.46,0.99,1.03,-0.63,-3.32e-05,-0.19,-1.79,2.25e-05,-6.83e-03,-0.59,1.69e-04,-0.47,0.92,3447.14,0.56,0.77,0.20,0.07,0.09,0.13,0.13,0.01
41,10,1.09,0.88,100.00,-1.02,0.50,1.30,0.89,-0.01,0.17,1.02,-1.38,-8.63e-05,-0.06,-1.12,-1.066e-04,-0.08,0.54,8.59e-04,-0.63,11.68,767.21,0.56,0.72,0.11,0.11,0.14,0.12,0.16,0.03
41,11,0.84,0.90,0.99,0.00,0.01,1.00,100.00,-2.46,0.99,1.03,-1.33,2.17e-06,-0.05,0.21,1.597e-04,-0.31,-0.33,2.69e-04,-0.48,95.83,1976.01,0.63,0.73,0.12,0.12,0.18,0.11,0.04,0.02
41,12,0.53,0.96,14.00,-0.86,0.87,4.84,0.12,-0.44,0.98,1.02,-1.59,7.25e-06,-0.03,-0.32,-1.409e-04,-0.14,-0.30,2.86e-04,-0.42,4.76,1422.70,0.50,0.70,0.09,0.11,0.26,0.14,0.14,0.03
41,13,0.51,0.98,24.93,-1.16,0.98,4.51,0.00,0.00,1.00,1.00,-1.25,-2.133e-04,-0.07,-1.23,-1.538e-04,-0.04,-1.71,-5.36e-04,-0.21,0.92,2370.61,0.60,0.80,0.15,0.07,0.16,0.11,0.07,7.7e-03
42,1,0.60,0.93,8.34,-0.70,0.86,4.41,0.25,-0.95,0.99,1.01,-1.43,8.29e-06,-0.10,-0.31,-5.58e-05,-0.23,-0.14,-1.5e-04,-0.33,0.42,2208.22,0.45,0.78,0.09,0.08,0.22,0.08,0.22,0.03
42,2,0.79,0.91,4.56,-0.39,0.49,2.98,0.41,-0.93,0.99,1.02,-1.79,-5.74e-05,-0.07,-1.40,-3.059e-04,-0.09,-1.42,-2.86e-04,-0.18,0.16,2263.75,0.65,0.85,0.09,0.06,0.13,0.05,0.11,0.02
42,3,0.54,0.94,11.17,-0.81,0.90,4.77,4.20,-1.73,1.00,1.03,-1.39,5.15e-05,-0.08,0.06,6.87e-05,-0.23,-0.08,-7.1e-05,-0.28,0.71,2449.52,0.40,0.69,0.08,0.10,0.28,0.14,0.22,0.05
42,4,0.46,0.98,11.75,-0.66,0.76,4.96,0.95,-1.20,1.00,1.02,-1.57,5.32e-05,-0.04,-0.15,-1.222e-04,-0.20,0.04,-3.05e-04,-0.33,1.03,2781.23,0.42,0.76,0.08,0.12,0.25,0.09,0.24,0.02
42,5,0.65,0.94,2.95,-0.44,0.81,2.36,0.16,-0.75,0.99,1.02,-1.47,-1.68e-05,-0.04,-0.50,-1.63e-05,-0.15,-0.33,-4.6e-05,-0.26,0.35,2831.55,0.46,0.71,0.09,0.11,0.21,0.12,0.21,0.05
42,6,0.70,0.92,5.75,-0.29,0.00,3.63,4.51,-2.06,1.00,1.01,-2.44,-8.76e-05,0.08,-1.27,-1.658e-04,-0.08,-1.89,-1.0e-04,-0.11,1.49,1469.28,0.68,0.76,0.06,0.10,0.16,0.09,0.08,0.04
42,7,0.78,0.89,4.47,-0.66,0.93,3.08,1.77,-1.41,1.00,1.06,-1.00,1.174e-04,-0.15,-0.32,4.04e-05,-0.19,-0.38,-5.5e-05,-0.29,1.33,5154.35,0.45,0.72,0.12,0.13,0.23,0.11,0.18,0.02
42,8,0.71,0.91,5.20,-0.56,0.81,3.13,0.00,0.00,1.00,1.00,-1.39,1.404e-04,-0.11,-0.49,8.16e-05,-0.20,-0.63,-1.38e-04,-0.25,0.16,5154.35,0.50,0.71,0.10,0.14,0.21,0.11,0.17,0.02
42,9,0.66,0.94,20.28,-0.89,0.82,5.33,100.00,-2.24,0.99,1.05,-1.39,-2.927e-04,-0.03,-0.90,4.31e-04,-0.19,-1.84,-5.0e-04,-0.16,0.95,2399.78,0.61,0.74,0.14,0.06,0.17,0.18,0.07,9.71e-03
42,10,0.93,0.91,23.78,-1.03,0.93,4.70,0.72,-1.02,0.99,1.02,-1.55,-1.176e-04,-0.03,-1.13,-4.19e-05,-0.09,-1.11,3.8e-05,-0.27,0.78,934.24,0.59,0.73,0.11,0.10,0.16,0.11,0.12,0.03
42,12,0.86,0.90,100.00,-1.74,1.24,5.78,100.00,-2.11,0.99,1.04,-1.39,1.404e-04,-0.11,-0.49,8.16e-05,-0.20,-0.63,-1.38e-04,-0.25,0.16,5154.35,0.50,0.71,0.10,0.14,0.21,0.11,0.17,0.02
42,13,0.77,0.92,26.23,-0.94,0.79,6.01,0.00,0.00,1.00,1.00,-1.51,-3.674e-04,-1.25e-03,-0.96,4.327e-04,-0.18,-1.57,-3.76e-04,-0.26,0.78,2369.50,0.61,0.74,0.13,0.06,0.16,0.17,0.08,8.05e-03
44,1,0.54,0.96,15.80,-0.99,0.92,4.22,0.00,0.00,1.00,1.00,-1.55,-9.666e-04,-0.02,-1.63,-3.0498e-03,0.09,-1.56,-3.042e-03,8.28e-03,1.48,376.10,0.60,0.76,0.12,0.09,0.14,0.08,0.12,0.05
44,2,0.49,0.99,67.91,-1.46,1.15,7.85,0.00,0.00,1.00,1.00,-2.14,-1.6456e-03,0.02,-2.59,-3.9187e-03,0.21,-2.24,-3.092e-03,0.01,2.77,252.97,0.74,0.81,0.09,0.07,0.08,0.07,0.08,0.04
44,3,0.54,0.96,15.80,-0.99,0.92,4.22,0.00,0.00,1.00,1.00,-1.55,-9.666e-04,-0.02,-1.63,-3.0498e-03,0.09,-1.56,-3.042e-03,8.28e-03,1.48,376.10,0.60,0.76,0.12,0.09,0.14,0.08,0.12,0.05
44,8,0.54,0.96,27.31,-1.11,0.95,5.64,0.00,0.00,1.00,1.00,-1.92,-6.819e-04,0.01,-2.19,-2.7955e-03,0.17,-2.03,-2.547e-03,0.05,1.48,376.10,0.69,0.76,0.10,0.09,0.10,0.08,0.09,0.05
44,9,0.54,0.98,27.16,-1.11,0.96,5.98,0.00,0.00,1.00,1.00,-1.73,-2.4198e-03,0.08,-2.57,-5.5146e-03,0.34,-2.01,-4.183e-03,-0.09,1.81,203.62,0.68,0.73,0.14,0.12,0.10,0.11,0.07,0.02
44,13,0.60,0.96,42.58,-1.08,0.69,4.86,0.00,0.00,1.00,1.00,-2.20,-3.9694e-03,0.21,-2.98,-6.5755e-03,0.41,-3.02,-5.818e-03,0.10,14.10,203.62,0.70,0.76,0.14,0.12,0.11,0.09,0.04,0.01
45,1,0.54,0.96,15.80,-0.99,0.92,4.22,0.00,0.00,1.00,1.00,-1.55,-9.666e-04,-0.02,-1.63,-3.0498e-03,0.09,-1.56,-3.042e-03,8.28e-03,1.48,376.10,0.60,0.76,0.12,0.09,0.14,0.08,0.12,0.05
45,2,0.49,0.99,67.91,-1.46,1.15,7.85,0.00,0.00,1.00,1.00,-2.14,-1.6456e-03,0.02,-2.59,-3.9187e-03,0.21,-2.24,-3.092e-03,0.01,2.77,252.97,0.74,0.81,0.09,0.07,0.08,0.07,0.08,0.04
45,3,0.54,0.96,15.80,-0.99,0.92,4.22,0.00,0.00,1.00,1.00,-1.55,-9.666e-04,-0.02,-1.63,-3.0498e-03,0.09,-1.56,-3.042e-03,8.28e-03,1.48,376.10,0.60,0.76,0.12,0.09,0.14,0.08,0.12,0.05
45,8,0.54,0.96,27.31,-1.11,0.95,5.64,0.00,0.00,1.00,1.00,-1.92,-6.819e-04,0.01,-2.19,-2.7955e-03,0.17,-2.03,-2.547e-03,0.05,1.48,376.10,0.69,0.76,0.10,0.09,0.10,0.08,0.09,0.05
45,9,0.54,0.98,27.16,-1.11,0.96,5.98,0.00,0.00,1.00,1.00,-1.73,-2.4198e-03,0.08,-2.57,-5.5146e-03,0.34,-2.01,-4.183e-03,-0.09,1.81,203.62,0.68,0.73,0.14,0.12,0.10,0.11,0.07,0.02
45,13,0.60,0.96,42.58,-1.08,0.69,4.86,0.00,0.00,1.00,1.00,-2.20,-3.9694e-03,0.21,-2.98,-6.5755e-03,0.41,-3.02,-5.818e-03,0.10,14.10,203.62,0.70,0.76,0.14,0.12,0.11,0.09,0.04,0.01
46,1,0.54,0.96,15.80,-0.99,0.92,4.22,0.00,0.00,1.00,1.00,-1.55,-9.666e-04,-0.02,-1.63,-3.0498e-03,0.09,-1.56,-3.042e-03,8.28e-03,1.48,376.10,0.60,0.76,0.12,0.09,0.14,0.08,0.12,0.05
46,2,0.49,0.99,67.91,-1.46,1.15,7.85,0.00,0.00,1.00,1.00,-2.14,-1.6456e-03,0.02,-2.59,-3.9187e-03,0.21,-2.24,-3.092e-03,0.01,2.77,252.97,0.74,0.81,0.09,0.07,0.08,0.07,0.08,0.04
46,3,0.54,0.96,15.80,-0.99,0.92,4.22,0.00,0.00,1.00,1.00,-1.55,-9.666e-04,-0.02,-1.63,-3.0498e-03,0.09,-1.56,-3.042e-03,8.28e-03,1.48,376.10,0.60,0.76,0.12,0.09,0.14,0.08,0.12,0.05
46,8,0.54,0.96,27.31,-1.11,0.95,5.64,0.00,0.00,1.00,1.00,-1.92,-6.819e-04,0.01,-2.19,-2.7955e-03,0.17,-2.03,-2.547e-03,0.05,1.48,376.10,0.69,0.76,0.10,0.09,0.10,0.08,0.09,0.05
46,9,0.54,0.98,27.16,-1.11,0.96,5.98,0.00,0.00,1.00,1.00,-1.73,-2.4198e-03,0.08,-2.57,-5.5146e-03,0.34,-2.01,-4.183e-03,-0.09,1.81,203.62,0.68,0.73,0.14,0.12,0.10,0.11,0.07,0.02
46,13,0.60,0.96,42.58,-1.08,0.69,4.86,0.00,0.00,1.00,1.00,-2.20,-3.9694e-03,0.21,-2.98,-6.5755e-03,0.41,-3.02,-5.818e-03,0.10,14.10,203.62,0.70,0.76,0.14,0.12,0.11,0.09,0.04,0.01
47,1,0.54,0.96,15.80,-0.99,0.92,4.22,0.00,0.00,1.00,1.00,-1.55,-9.666e-04,-0.02,-1.63,-3.0498e-03,0.09,-1.56,-3.042e-03,8.28e-03,1.48,376.10,0.60,0.76,0.12,0.09,0.14,0.08,0.12,0.05
47,2,0.49,0.99,67.91,-1.46,1.15,7.85,0.00,0.00,1.00,1.00,-2.14,-1.6456e-03,0.02,-2.59,-3.9187e-03,0.21,-2.24,-3.092e-03,0.01,2.77,252.97,0.74,0.81,0.09,0.07,0.08,0.07,0.08,0.04
47,3,0.54,0.96,15.80,-0.99,0.92,4.22,0.00,0.00,1.00,1.00,-1.55,-9.666e-04,-0.02,-1.63,-3.0498e-03,0.09,-1.56,-3.042e-03,8.28e-03,1.48,376.10,0.60,0.76,0.12,0.09,0.14,0.08,0.12,0.05
47,8,0.54,0.96,27.31,-1.11,0.95,5.64,0.00,0.00,1.00,1.00,-1.92,-6.819e-04,0.01,-2.19,-2.7955e-03,0.17,-2.03,-2.547e-03,0.05,1.48,376.10,0.69,0.76,0.10,0.09,0.10,0.08,0.09,0.05
47,9,0.54,0.98,27.16,-1.11,0.96,5.98,0.00,0.00,1.00,1.00,-1.73,-2.4198e-03,0.08,-2.57,-5.5146e-03,0.34,-2.01,-4.183e-03,-0.09,1.81,203.62,0.68,0.73,0.14,0.12,0.10,0.11,0.07,0.02
47,13,0.60,0.96,42.58,-1.08,0.69,4.86,0.00,0.00,1.00,1.00,-2.20,-3.9694e-03,0.21,-2.98,-6.5755e-03,0.41,-3.02,-5.818e-03,0.10,14.10,203.62,0.70,0.76,0.14,0.12,0.11,0.09,0.04,0.01
50,1,0.93,0.84,2.40,-0.26,0.38,2.36,100.00,-2.17,0.99,4.09,-1.94,-6.437e-04,0.03,-2.93,-2.4884e-03,0.17,-1.41,-1.16e-04,-0.16,0.21,509.04,0.71,0.79,0.10,0.10,0.05,0.03,0.13,0.06
50,2,1.21,0.82,100.00,-1.44,0.90,1.35,100.00,-1.61,0.97,1.51,3.06,6.3935e-03,-1.23,-3.27,-4.3885e-03,0.35,-0.26,2.275e-03,-0.55,82.95,322.91,0.74,0.78,0.10,0.10,0.09,0.05,0.05,0.05
50,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
50,8,1.13,0.81,2.35,-0.28,0.45,2.36,0.00,0.00,1.00,1.00,-1.91,-2.66e-04,-1.74e-03,-2.73,-2.5689e-03,0.14,-1.72,6.3e-05,-0.11,0.21,509.04,0.72,0.79,0.10,0.10,0.05,0.03,0.10,0.06
50,9,0.59,0.93,20.76,-0.94,0.80,2.66,100.00,-1.41,0.87,1.56,-1.25,7.66e-05,-0.07,-6.44,-3.049e-03,0.89,-4.99,-3.045e-03,0.47,28.24,451.74,0.77,0.76,0.17,0.14,0.02,0.07,0.02,0.02
50,13,0.57,0.93,20.51,-0.93,0.77,2.66,0.00,0.00,1.00,1.00,-1.51,-1.543e-04,-4.31e-03,-7.61,-3.3172e-03,1.14,-4.44,-3.085e-03,0.33,28.24,451.74,0.78,0.74,0.16,0.14,0.01,0.09,0.02,0.01
51,1,0.57,0.94,13.44,-0.64,0.51,5.21,7.99,-0.93,0.94,1.37,-1.11,5.742e-04,-0.17,-1.35,-9.235e-04,-0.03,-0.28,-1.442e-03,-0.29,0.76,658.35,0.51,0.76,0.12,0.11,0.12,0.08,0.23,0.03
51,2,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.099e-04,-0.08,-1.95,-6.137e-04,-0.01,-1.98,-1.572e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
51,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
51,6,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.2119e-03,-0.25,-0.60,-1.0206e-03,-0.18,-1.24,-1.997e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
51,8,0.61,0.94,15.28,-0.72,0.65,5.67,0.00,0.00,1.00,1.00,-1.53,3.56e-05,-0.12,-1.56,-5.977e-04,-0.06,-1.32,-1.265e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
51,9,0.48,0.97,8.19,-0.66,0.73,3.97,26.62,-1.23,0.95,1.76,-1.18,-6.321e-04,-0.02,-3.08,-1.1771e-03,0.26,-2.11,1.172e-03,-0.29,0.66,802.90,0.69,0.76,0.20,0.11,0.05,0.08,0.05,0.03
51,10,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.3644e-03,0.02,-3.44,-8.7834e-03,0.60,-2.33,5.521e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
51,13,0.45,0.99,9.16,-0.66,0.67,4.47,0.00,0.00,1.00,1.00,-1.15,-2.116e-04,-0.03,-2.89,-8.582e-04,0.20,-2.47,-1.22e-04,-0.22,0.66,625.99,0.69,0.73,0.20,0.15,0.05,0.09,0.04,0.01
52,1,0.57,0.94,13.44,-0.64,0.51,5.21,7.99,-0.93,0.94,1.37,-1.11,5.742e-04,-0.17,-1.35,-9.235e-04,-0.03,-0.28,-1.442e-03,-0.29,0.76,658.35,0.51,0.76,0.12,0.11,0.12,0.08,0.23,0.03
52,2,0.61,0.94,23.18,-0.85,0.74,7.31,100.00,-1.61,0.97,1.51,-1.76,-1.099e-04,-0.08,-1.95,-6.137e-04,-0.01,-1.98,-1.572e-03,-0.05,0.52,643.08,0.70,0.82,0.10,0.07,0.09,0.06,0.08,0.02
52,3,0.39,0.99,1.35,-0.05,0.00,1.28,26.22,-1.78,0.99,1.11,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
52,6,0.58,0.95,2.42,-0.52,0.94,2.01,2.78,-2.10,1.10,1.20,-1.11,3.2119e-03,-0.25,-0.60,-1.0206e-03,-0.18,-1.24,-1.997e-03,-0.23,1.68,199.54,0.56,0.71,0.11,0.11,0.21,0.12,0.10,0.04
52,8,0.61,0.94,15.28,-0.72,0.65,5.67,225.27,-1.91,0.99,1.52,-1.53,3.56e-05,-0.12,-1.56,-5.977e-04,-0.06,-1.32,-1.265e-03,-0.15,0.52,658.35,0.63,0.80,0.11,0.08,0.12,0.07,0.13,0.03
52,9,0.48,0.97,8.19,-0.66,0.73,3.97,26.62,-1.23,0.95,1.76,-1.18,-6.321e-04,-0.02,-3.08,-1.1771e-03,0.26,-2.11,1.172e-03,-0.29,0.66,802.90,0.69,0.76,0.20,0.11,0.05,0.08,0.05,0.03
52,10,0.74,0.92,24.78,-0.77,0.26,2.91,100.00,-1.01,0.06,1.90,-1.72,-1.3644e-03,0.02,-3.44,-8.7834e-03,0.60,-2.33,5.521e-03,-0.22,20.68,154.95,0.69,0.70,0.12,0.11,0.13,0.12,0.03,0.05
52,13,0.45,0.99,9.16,-0.66,0.67,4.47,100.00,-1.01,0.06,1.90,-1.15,-2.116e-04,-0.03,-2.89,-8.582e-04,0.20,-2.47,-1.22e-04,-0.22,0.66,625.99,0.69,0.73,0.20,0.15,0.05,0.09,0.04,0.01
53,1,0.93,0.84,2.40,-0.26,0.38,2.36,0.00,0.00,1.00,1.00,-1.94,-6.437e-04,0.03,-2.93,-2.4884e-03,0.17,-1.41,-1.16e-04,-0.16,0.21,509.04,0.71,0.79,0.10,0.10,0.05,0.03,0.13,0.06
53,2,1.21,0.82,100.00,-1.44,0.90,1.35,0.00,0.00,1.00,1.00,3.06,6.3935e-03,-1.23,-3.27,-4.3885e-03,0.35,-0.26,2.275e-03,-0.55,82.95,322.91,0.74,0.78,0.10,0.10,0.09,0.05,0.05,0.05
53,3,0.39,0.99,1.35,-0.05,0.00,1.28,0.00,0.00,1.00,1.00,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
53,8,1.13,0.81,2.35,-0.28,0.45,2.36,0.00,0.00,1.00,1.00,-1.91,-2.66e-04,-1.74e-03,-2.73,-2.5689e-03,0.14,-1.72,6.3e-05,-0.11,0.21,509.04,0.72,0.79,0.10,0.10,0.05,0.03,0.10,0.06
53,9,0.59,0.93,20.76,-0.94,0.80,2.66,0.00,0.00,1.00,1.00,-1.25,7.66e-05,-0.07,-6.44,-3.049e-03,0.89,-4.99,-3.045e-03,0.47,28.24,451.74,0.77,0.76,0.17,0.14,0.02,0.07,0.02,0.02
53,13,0.57,0.93,20.51,-0.93,0.77,2.66,0.00,0.00,1.00,1.00,-1.51,-1.543e-04,-4.31e-03,-7.61,-3.3172e-03,1.14,-4.44,-3.085e-03,0.33,28.24,451.74,0.78,0.74,0.16,0.14,0.01,0.09,0.02,0.01
54,1,0.54,0.96,15.80,-0.99,0.92,4.22,0.00,0.00,1.00,1.00,-1.55,-9.666e-04,-0.02,-1.63,-3.0498e-03,0.09,-1.56,-3.042e-03,8.28e-03,1.48,376.10,0.60,0.76,0.12,0.09,0.14,0.08,0.12,0.05
54,2,0.49,0.99,67.91,-1.46,1.15,7.85,0.00,0.00,1.00,1.00,-2.14,-1.6456e-03,0.02,-2.59,-3.9187e-03,0.21,-2.24,-3.092e-03,0.01,2.77,252.97,0.74,0.81,0.09,0.07,0.08,0.07,0.08,0.04
54,3,0.39,0.99,1.35,-0.05,0.00,1.28,0.00,0.00,1.00,1.00,-1.15,7.395e-04,-0.17,0.55,5.295e-04,-0.40,-0.33,-6.0e-05,-0.31,7.78,423.80,0.46,0.69,0.09,0.10,0.29,0.12,0.15,0.07
54,8,0.54,0.96,27.31,-1.11,0.95,5.64,0.00,0.00,1.00,1.00,-1.92,-6.819e-04,0.01,-2.19,-2.7955e-03,0.17,-2.03,-2.547e-03,0.05,1.48,376.10,0.69,0.76,0.10,0.09,0.10,0.08,0.09,0.05
54,9,0.54,0.98,27.16,-1.11,0.96,5.98,0.00,0.00,1.00,1.00,-1.73,-2.4198e-03,0.08,-2.57,-5.5146e-03,0.34,-2.01,-4.183e-03,-0.09,1.81,203.62,0.68,0.73,0.14,0.12,0.10,0.11,0.07,0.02
54,13,0.60,0.96,42.58,-1.08,0.69,4.86,0.00,0.00,1.00,1.00,-2.20,-3.9694e-03,0.21,-2.98,-6.5755e-03,0.41,-3.02,-5.818e-03,0.10,14.10,203.62,0.70,0.76,0.14,0.12,0.11,0.09,0.04,0.01
58,1,0.89,0.84,7.77,-1.00,0.96,2.41,0.00,0.00,1.00,1.00,-1.69,-4.413e-04,-0.01,-1.11,-7.713e-04,-0.05,-0.94,-1.812e-03,-0.07,0.24,147.47,0.54,0.63,0.09,0.09,0.16,0.14,0.18,0.12
58,8,0.89,0.84,7.77,-1.00,0.96,2.41,0.00,0.00,1.00,1.00,-1.69,-4.413e-04,-0.01,-1.11,-7.713e-04,-0.05,-0.94,-1.812e-03,-0.07,0.24,247.27,0.54,0.66,0.09,0.09,0.16,0.13,0.18,0.10
58,13,0.59,0.94,11.79,-1.40,0.99,2.10,0.00,0.00,1.00,1.00,-1.23,2.12e-04,-0.09,-1.15,-9.56e-05,-0.12,-0.29,9.57e-04,-0.59,0.36,703.92,0.56,0.74,0.14,0.13,0.14,0.09,0.15,0.02
59,1,0.89,0.84,7.77,-1.00,0.96,2.41,0.00,0.00,1.00,1.00,-1.69,-4.413e-04,-0.01,-1.11,-7.713e-04,-0.05,-0.94,-1.812e-03,-0.07,0.24,147.47,0.54,0.63,0.09,0.09,0.16,0.14,0.18,0.12
59,8,0.89,0.84,7.77,-1.00,0.96,2.41,0.00,0.00,1.00,1.00,-1.69,-4.413e-04,-0.01,-1.11,-7.713e-04,-0.05,-0.94,-1.812e-03,-0.07,0.24,247.27,0.54,0.66,0.09,0.09,0.16,0.13,0.18,0.10
59,13,0.59,0.94,11.79,-1.40,0.99,2.10,0.00,0.00,1.00,1.00,-1.23,2.12e-04,-0.09,-1.15,-9.56e-05,-0.12,-0.29,9.57e-04,-0.59,0.36,703.92,0.56,0.74,0.14,0.13,0.14,0.09,0.15,0.02
